protein,size,pct,ipct
Q8TCY9,931,0.13748657357679914,0.14285714285714285
Q9H1D9,316,0.012658227848101266,0.10126582278481013
Q8IYU8,434,0.18202764976958524,0.1889400921658986
Q86UX2,942,0.09978768577494693,0.16985138004246284
Q6NUQ1,792,0.06060606060606061,0.039141414141414144
P0CG29,244,0.0,0.0
Q8IY33,904,0.5851769911504425,0.13827433628318583
Q96MN2,994,0.0,0.015090543259557344
Q9GZV1,360,0.20277777777777778,0.18611111111111112
Q9UBU6,413,0.43825665859564167,0.3026634382566586
A0A1B0GTS1,333,0.2912912912912913,0.3633633633633634
Q6ZSI9,719,0.02364394993045897,0.06258692628650904
Q8NFP0,134,0.12686567164179105,0.40298507462686567
Q02928,519,0.0,0.02697495183044316
Q13277,289,0.031141868512110725,0.17993079584775087
Q5VYJ5,2156,0.10714285714285714,0.2662337662337662
Q9HC21,320,0.00625,0.034375
A4FU28,777,0.38095238095238093,0.11969111969111969
P46087,812,0.4753694581280788,0.10714285714285714
Q8N143,479,0.592901878914405,0.15031315240083507
Q14002,265,0.07547169811320754,0.2
Q9BRP0,275,0.37454545454545457,0.18181818181818182
P22914,178,0.0,0.011235955056179775
A0A1B0GVN3,265,0.4867924528301887,0.44150943396226416
Q15390,333,0.18618618618618618,0.6276276276276276
Q9H9B1,1298,0.4576271186440678,0.0662557781201849
O00204,365,0.09315068493150686,0.136986301369863
P98187,520,0.0019230769230769232,0.028846153846153848
Q9BZQ6,932,0.1759656652360515,0.1255364806866953
P0DP06,118,0.0,0.0
Q7Z6J6,570,0.21929824561403508,0.08947368421052632
Q86UD5,537,0.15083798882681565,0.061452513966480445
Q15937,498,0.3373493975903614,0.04417670682730924
Q13233,1512,0.4332010582010582,0.14682539682539683
Q8N5A5,531,0.1902071563088512,0.23163841807909605
Q8WTT2,800,0.13875,0.2375
O14908,333,0.15615615615615616,0.12612612612612611
P79483,266,0.018796992481203006,0.07894736842105263
Q99581,238,0.3319327731092437,0.3445378151260504
Q8TB05,177,0.3615819209039548,0.4406779661016949
Q16671,573,0.14659685863874344,0.16753926701570682
Q6UXV3,157,1.0,0.0
Q6W4X9,2439,0.48462484624846247,0.05330053300533005
Q7Z2W7,1104,0.043478260869565216,0.0769927536231884
P06241,537,0.13594040968342644,0.0223463687150838
P78332,1123,0.672306322350846,0.18432769367764915
P33260,490,0.0,0.0
P0C0E4,278,0.17266187050359713,0.30935251798561153
Q7Z353,690,0.5811594202898551,0.21884057971014492
P42566,896,0.35379464285714285,0.14955357142857142
Q9BUL8,212,0.0047169811320754715,0.07075471698113207
Q8N118,509,0.0,0.0137524557956778
Q9UK96,956,0.19665271966527198,0.20606694560669456
Q6PD62,1173,0.2361466325660699,0.027280477408354646
A1KZ92,1463,0.07723855092276145,0.060833902939166094
P07339,412,0.05825242718446602,0.13349514563106796
Q9Y6X5,453,0.026490066225165563,0.10596026490066225
P53567,150,0.12666666666666668,0.44666666666666666
P98160,4391,0.0391710316556593,0.1061261671601002
Q9H1B4,397,0.19395465994962216,0.23173803526448364
Q9Y3D2,182,0.12637362637362637,0.14285714285714285
Q9H3S7,1636,0.3643031784841076,0.037897310513447434
P18848,351,0.3076923076923077,0.4672364672364672
Q16854,277,0.08303249097472924,0.05776173285198556
Q68CZ6,603,0.03980099502487562,0.2736318407960199
O43318,606,0.33663366336633666,0.10726072607260725
P12034,268,0.15298507462686567,0.376865671641791
Q9P1U0,126,0.0,0.31746031746031744
Q2VIQ3,1234,0.18638573743922204,0.23987034035656402
P35325,72,0.0,0.0
O60294,686,0.0,0.007288629737609329
P21730,350,0.07428571428571429,0.15428571428571428
Q13415,861,0.3240418118466899,0.08362369337979095
Q8IUQ4,282,0.05319148936170213,0.05319148936170213
Q8IWW8,467,0.0,0.08779443254817987
Q6VAB6,950,0.46,0.12736842105263158
P56851,147,0.0,0.0
Q9H091,742,0.2210242587601078,0.27358490566037735
Q8IWZ8,645,0.2992248062015504,0.3813953488372093
Q8NDT2,890,0.46853932584269664,0.1404494382022472
Q9H3Z7,469,0.08102345415778252,0.09594882729211088
A8MWX3,477,0.27253668763102723,0.570230607966457
Q9UJC5,107,0.0,0.056074766355140186
Q6HA08,431,0.3805104408352668,0.11832946635730858
Q99884,636,0.09119496855345911,0.11320754716981132
Q8TEE9,199,0.37185929648241206,0.592964824120603
Q9Y672,507,0.0,0.01775147928994083
Q96DZ1,483,0.14492753623188406,0.18012422360248448
Q9UKP5,1117,0.08146821844225605,0.20411817367949867
Q9Y617,370,0.0,0.002702702702702703
A9QM74,516,0.12596899224806202,0.09108527131782945
Q9UKU0,697,0.01291248206599713,0.024390243902439025
Q9BYE9,1310,0.10381679389312977,0.059541984732824425
P01699,117,0.0,0.02564102564102564
P55735,322,0.043478260869565216,0.06521739130434782
Q9HC10,1997,0.13319979969954931,0.14872308462694042
Q9P291,453,0.33995584988962474,0.08167770419426049
P30153,589,0.0,0.010186757215619695
Q9HCY8,104,0.0,0.10576923076923077
Q0VAA2,488,0.13319672131147542,0.036885245901639344
Q04917,246,0.0,0.008130081300813009
Q6NT76,420,0.3333333333333333,0.30952380952380953
Q7Z5Q5,900,0.25,0.07333333333333333
Q3B8N2,356,0.1544943820224719,0.10393258426966293
A6NIK2,292,0.14383561643835616,0.10616438356164383
P41273,254,0.1377952755905512,0.2283464566929134
Q9UQ16,869,0.14844649021864212,0.1334867663981588
Q6ZP01,1052,0.7366920152091255,0.10836501901140684
A0A1B0GUQ0,79,0.1518987341772152,0.5443037974683544
Q8NGG6,310,0.0,0.01935483870967742
Q9HAI6,301,0.4219269102990033,0.3588039867109635
Q9ULB5,785,0.1732484076433121,0.1503184713375796
P20333,461,0.42950108459869846,0.13665943600867678
Q8IUX1,230,0.14782608695652175,0.05217391304347826
Q7Z4S6,1674,0.23775388291517324,0.13918757467144563
O14609,159,0.1069182389937107,0.8930817610062893
P63173,70,0.0,0.0
H3BR10,107,0.07476635514018691,0.7757009345794392
Q4V326,110,0.00909090909090909,0.990909090909091
O43889,371,0.4716981132075472,0.22641509433962265
P15509,400,0.135,0.1075
Q13950,521,0.527831094049904,0.21497120921305182
P54253,815,0.7214723926380369,0.13496932515337423
Q9UDW3,170,0.0,0.12352941176470589
Q9Y5T5,823,0.27946537059538273,0.26123936816524906
P34995,402,0.22388059701492538,0.19651741293532338
Q13049,653,0.08269525267993874,0.19448698315467075
P46379,1132,0.48056537102473496,0.18197879858657243
Q6UE05,265,0.20754716981132076,0.5547169811320755
Q8NCR9,226,0.0,0.0
P49069,296,0.3547297297297297,0.3783783783783784
Q7L1Q6,419,0.014319809069212411,0.0477326968973747
O95393,424,0.15330188679245282,0.294811320754717
P23763,118,0.06779661016949153,0.423728813559322
Q96S37,553,0.027124773960216998,0.048824593128390596
Q01453,160,0.0,0.0
B4DYI2,1134,0.8580246913580247,0.1384479717813051
O60478,399,0.2656641604010025,0.20802005012531327
Q5BN46,136,0.03676470588235294,0.4264705882352941
Q03169,654,0.09785932721712538,0.019877675840978593
Q9H0A3,160,1.0,0.0
A0A0C4DH68,120,0.0,0.0
P33681,288,0.04861111111111111,0.07291666666666667
P26374,656,0.18140243902439024,0.09603658536585366
P06730,217,0.009216589861751152,0.11981566820276497
P55075,233,0.15450643776824036,0.26180257510729615
P03999,348,0.06321839080459771,0.07758620689655173
A2A2V5,107,0.2616822429906542,0.5887850467289719
Q9UGC6,210,0.24285714285714285,0.1
A6NGK3,116,0.008620689655172414,0.9913793103448276
Q16740,277,0.1371841155234657,0.19133574007220217
P05111,366,0.1994535519125683,0.3797814207650273
P46019,1235,0.11821862348178137,0.10364372469635627
P56589,373,0.0,0.04289544235924933
O95714,4834,0.0947455523376086,0.17873396772858915
P57082,545,0.581651376146789,0.09541284403669725
Q9Y222,760,0.6092105263157894,0.06578947368421052
F5GYI3,381,0.30971128608923887,0.3569553805774278
Q16739,394,0.0,0.0025380710659898475
Q8N159,534,0.17415730337078653,0.028089887640449437
O75865,159,0.0,0.0
O95466,1100,0.2190909090909091,0.2290909090909091
P28827,1452,0.09022038567493113,0.05991735537190083
P57087,298,0.09731543624161074,0.17785234899328858
Q68G74,356,0.3539325842696629,0.21910112359550563
Q8IYB7,885,0.1638418079096045,0.07344632768361582
P25325,297,0.0,0.020202020202020204
Q6PIV7,304,0.0,0.009868421052631578
Q8WWQ8,2551,0.07369658957271658,0.41669933359466876
Q53QZ3,475,0.22526315789473683,0.16210526315789472
Q8TEY5,395,0.46835443037974683,0.25569620253164554
O95503,412,0.38106796116504854,0.4684466019417476
Q5K130,101,0.22772277227722773,0.7722772277227723
P52298,156,0.0,0.00641025641025641
Q5VU65,1888,0.04978813559322034,0.08209745762711865
Q9BX93,195,0.1282051282051282,0.37948717948717947
Q1HG43,343,0.16326530612244897,0.07580174927113703
Q96R48,311,0.0,0.012861736334405145
P55290,713,0.0546984572230014,0.10518934081346423
Q9BZB8,566,0.4045936395759717,0.13604240282685512
Q14766,1721,0.3515398024404416,0.23009877977919815
Q8IVF1,878,0.7334851936218679,0.16514806378132119
Q719H9,257,0.011673151750972763,0.08171206225680934
Q9P0V8,285,0.10526315789473684,0.1824561403508772
Q96HS1,289,0.13494809688581316,0.04498269896193772
Q9Y5E4,795,0.12327044025157233,0.08679245283018867
Q86X24,394,0.3401015228426396,0.2182741116751269
Q86VZ1,359,0.12534818941504178,0.06963788300835655
Q9ULG1,1556,0.2879177377892031,0.2622107969151671
P41159,167,0.0,0.17365269461077845
Q7Z422,152,0.1118421052631579,0.6381578947368421
A6NEY8,169,0.0,0.005917159763313609
P60983,142,0.0,0.007042253521126761
A6NC98,1476,0.3136856368563686,0.13279132791327913
P35613,385,0.06493506493506493,0.11688311688311688
P27918,469,0.02771855010660981,0.13219616204690832
Q8TEK3,1537,0.6408588158750813,0.04294079375406636
Q53ET0,693,0.6926406926406926,0.24386724386724387
P46060,587,0.10051107325383304,0.05110732538330494
O00451,464,0.23275862068965517,0.2025862068965517
Q96MW7,591,0.08629441624365482,0.233502538071066
Q15349,733,0.12414733969986358,0.1582537517053206
Q6UXZ0,262,0.003816793893129771,0.10687022900763359
Q5JS37,347,0.03170028818443804,0.10951008645533142
Q9Y6R9,512,0.2890625,0.146484375
Q9C0D0,580,0.4586206896551724,0.22586206896551725
A7MD48,611,0.7004909983633388,0.2995090016366612
Q6PCB0,445,0.10786516853932585,0.2
Q8WTR7,871,0.3616532721010333,0.23880597014925373
Q8TC07,691,0.30390738060781475,0.16353111432706222
Q14011,172,0.3953488372093023,0.2441860465116279
P27544,350,0.05142857142857143,0.08571428571428572
Q6ZRN7,208,0.6490384615384616,0.35096153846153844
Q8NEV1,391,0.1278772378516624,0.05370843989769821
Q96I99,432,0.05555555555555555,0.03009259259259259
Q9HCE5,456,0.19736842105263158,0.16228070175438597
Q9UHQ9,305,0.0,0.003278688524590164
Q9NZS2,231,0.16017316017316016,0.23376623376623376
Q6GTS8,502,0.04780876494023904,0.03386454183266932
Q6IFN5,339,0.058997050147492625,0.10914454277286136
Q96P66,508,0.2992125984251969,0.1673228346456693
Q6ZYL4,71,0.04225352112676056,0.5774647887323944
Q659C4,914,0.5525164113785558,0.2286652078774617
Q9Y224,244,0.04918032786885246,0.3073770491803279
Q7L804,512,0.46484375,0.15625
Q7Z2Y5,1582,0.6491782553729456,0.15739570164348926
P68363,451,0.0,0.031042128603104215
Q9UGP4,676,0.5251479289940828,0.12130177514792899
Q9NQ48,299,0.026755852842809364,0.12040133779264214
O95096,273,0.2454212454212454,0.5641025641025641
Q4VX76,610,0.22295081967213115,0.21147540983606558
O15021,2623,0.764391917651544,0.06747998475028594
Q96ER3,474,0.014767932489451477,0.1962025316455696
P28325,142,0.007042253521126761,0.19718309859154928
Q6ZXV5,915,0.07103825136612021,0.0546448087431694
Q0VD86,236,0.3050847457627119,0.6271186440677966
Q7L591,496,0.4012096774193548,0.2923387096774194
Q5JXC2,388,0.42010309278350516,0.44329896907216493
Q12906,894,0.4015659955257271,0.14988814317673377
Q8NE01,707,0.26308345120226306,0.25176803394625175
Q9H6X2,564,0.24113475177304963,0.2393617021276596
Q8NDC4,146,0.0,0.0
Q8IV50,215,0.13023255813953488,0.4790697674418605
Q9Y3I1,522,0.32567049808429116,0.15900383141762453
P30154,601,0.024958402662229616,0.016638935108153077
O75602,509,0.0,0.0
Q8N782,197,0.050761421319796954,0.1218274111675127
Q15759,364,0.005494505494505495,0.09340659340659341
Q12894,506,0.22727272727272727,0.03162055335968379
Q9H0Y0,220,0.08636363636363636,0.19545454545454546
P17936,291,0.2611683848797251,0.31958762886597936
Q9C0D2,2601,0.7051134179161861,0.14071510957324107
Q8N7H1,131,0.0916030534351145,0.9007633587786259
Q14168,576,0.08680555555555555,0.2482638888888889
Q96N58,590,0.33220338983050846,0.16610169491525423
Q7Z3I7,529,0.32892249527410206,0.12287334593572778
P16333,377,0.20159151193633953,0.27851458885941643
Q7Z6P3,1021,0.545543584720862,0.14299706170421156
Q8N7R1,296,0.597972972972973,0.3885135135135135
O95727,393,0.24936386768447838,0.22391857506361323
P52594,562,0.6067615658362989,0.1708185053380783
P51452,185,0.0,0.016216216216216217
P63316,161,0.0,0.14906832298136646
Q96NZ9,151,0.271523178807947,0.5099337748344371
P11388,1531,0.22077073807968647,0.06009144350097975
Q9NPI1,651,0.3486943164362519,0.33947772657450076
Q8N690,84,0.03571428571428571,0.4166666666666667
P15529,392,0.14030612244897958,0.21428571428571427
Q9Y5H9,948,0.25738396624472576,0.08227848101265822
P10599,105,0.0,0.0
A0A096LNW5,274,0.06204379562043796,0.16058394160583941
Q86W56,976,0.4344262295081967,0.025614754098360656
P04432,117,0.008547008547008548,0.17094017094017094
Q8WWY7,111,0.036036036036036036,0.38738738738738737
Q9UKG9,612,0.0,0.014705882352941176
Q07325,125,0.0,0.0
Q8NE35,698,0.5630372492836676,0.10888252148997135
P30086,187,0.0,0.0
Q86XX4,4008,0.04466067864271457,0.08183632734530938
Q86XP6,184,0.0,0.021739130434782608
P00736,705,0.014184397163120567,0.029787234042553193
Q8IWA5,706,0.007082152974504249,0.14022662889518414
Q9UBC5,1043,0.005752636625119847,0.05177372962607862
Q7Z6V5,191,0.0,0.09947643979057591
Q13106,437,0.2562929061784897,0.10755148741418764
Q330K2,333,0.12312312312312312,0.042042042042042045
Q16531,1140,0.0,0.010526315789473684
Q13098,491,0.07942973523421588,0.13238289205702647
O75340,191,0.02617801047120419,0.07853403141361257
O60869,148,0.0,0.033783783783783786
P32881,189,0.0,0.0
Q9HCB6,807,0.07558859975216853,0.21313506815365552
Q8IWF2,684,0.08187134502923976,0.06578947368421052
P08913,465,0.2924731182795699,0.1010752688172043
P24928,1970,0.23401015228426397,0.08071065989847716
O94766,335,0.0,0.0029850746268656717
Q5MCW4,686,0.1457725947521866,0.06997084548104957
Q9NP90,201,0.04477611940298507,0.11940298507462686
Q92688,251,0.11952191235059761,0.3107569721115538
Q9BW66,212,0.0047169811320754715,0.07075471698113207
P08185,405,0.05432098765432099,0.05432098765432099
P0C671,652,0.7131901840490797,0.254601226993865
Q9NYP9,233,0.13733905579399142,0.19742489270386265
Q96S82,380,0.22105263157894736,0.32894736842105265
O00548,723,0.2033195020746888,0.12033195020746888
Q3ZCQ2,193,0.35233160621761656,0.6269430051813472
A0A0B4J245,112,0.0,0.0
O95166,117,0.0,0.0
P08240,638,0.20689655172413793,0.14890282131661442
Q9H2Y9,848,0.27358490566037735,0.2134433962264151
P49207,117,0.0,0.0
Q7L576,1253,0.0111731843575419,0.052673583399840386
Q17RB8,773,0.23027166882276842,0.14747736093143596
P06732,381,0.0,0.0026246719160104987
P12074,109,0.009174311926605505,0.28440366972477066
O43708,216,0.0,0.009259259259259259
Q502X0,79,0.0,0.0
Q8TEB9,315,0.1523809523809524,0.21904761904761905
Q8N2C9,162,0.7469135802469136,0.25308641975308643
Q5MNZ9,446,0.21973094170403587,0.16367713004484305
Q8TF47,636,0.3018867924528302,0.22012578616352202
Q7L2Z9,268,0.21641791044776118,0.16417910447761194
Q15438,398,0.01256281407035176,0.12060301507537688
Q8IVE3,1493,0.347622237106497,0.12257200267916946
P0DN37,164,0.0,0.0
O15226,690,0.24057971014492754,0.21884057971014492
O00585,134,0.08955223880597014,0.3283582089552239
O95073,299,0.32441471571906355,0.16387959866220736
P51817,358,0.08100558659217877,0.036312849162011177
P51957,841,0.5267538644470868,0.12366230677764566
P01031,1676,0.018496420047732696,0.1247016706443914
Q6PHR2,472,0.0211864406779661,0.06567796610169492
P16435,677,0.04431314623338257,0.053175775480059084
Q8HWS3,928,0.49461206896551724,0.11637931034482758
Q15276,862,0.17053364269141533,0.16473317865429235
Q9HBU9,364,0.25,0.1401098901098901
Q9NX38,181,0.022099447513812154,0.10497237569060773
P05413,133,0.0,0.0
P61626,148,0.0,0.013513513513513514
Q96NL1,305,0.4131147540983607,0.5016393442622951
Q8WWG1,115,0.008695652173913044,0.3217391304347826
Q9BTX7,342,0.14619883040935672,0.09649122807017543
A0PK05,275,0.3709090909090909,0.44727272727272727
Q6ISU1,281,0.3914590747330961,0.2846975088967972
P59665,94,0.0,0.6382978723404256
A0A5B9,178,0.0,0.0
P50591,281,0.046263345195729534,0.29537366548042704
Q96KQ7,1210,0.38925619834710745,0.05785123966942149
Q5T749,579,0.5526770293609672,0.4317789291882556
Q92547,1522,0.3580814717477004,0.13797634691195795
Q969U7,264,0.0,0.007575757575757576
A6NHP3,402,0.4527363184079602,0.20149253731343283
Q8NGG1,315,0.0,0.009523809523809525
O95436,690,0.20144927536231885,0.15072463768115943
Q5VU69,101,0.0,0.0
Q969Y0,559,0.03577817531305903,0.08407871198568873
Q99500,378,0.14814814814814814,0.09259259259259259
Q9BTC8,594,0.15824915824915825,0.14983164983164984
Q9H6S3,715,0.2083916083916084,0.23636363636363636
P05026,303,0.0,0.0033003300330033004
Q9BXS5,423,0.0,0.0070921985815602835
Q9NWM3,386,0.2979274611398964,0.5
Q9HBH0,211,0.004739336492890996,0.07109004739336493
P19440,569,0.0,0.007029876977152899
P50135,292,0.0,0.00684931506849315
Q86YC3,692,0.0476878612716763,0.16040462427745664
Q9BYD9,372,0.0,0.013440860215053764
Q9NPH3,570,0.05263157894736842,0.05789473684210526
Q8N688,67,0.0,0.0
P53007,311,0.06109324758842444,0.12861736334405144
P06396,782,0.052429667519181586,0.016624040920716114
Q8WW59,207,0.06280193236714976,0.06763285024154589
O43193,412,0.19174757281553398,0.1529126213592233
Q6UWM5,242,0.13636363636363635,0.1652892561983471
P42694,1942,0.4474768280123584,0.09680741503604531
Q8NGS7,320,0.0375,0.15
Q5MY95,495,0.0,0.0
Q6UB35,978,0.0736196319018405,0.04805725971370143
P00450,1065,0.004694835680751174,0.018779342723004695
Q99538,433,0.018475750577367205,0.03926096997690531
P35326,72,0.0,0.0
Q6ZN84,652,0.23159509202453987,0.26533742331288346
Q8IY51,512,0.109375,0.25
Q6ZMJ4,242,0.17768595041322313,0.21487603305785125
O15121,323,0.0,0.0
E9PQ53,114,0.0,0.017543859649122806
Q8NB14,1042,0.2072936660268714,0.19865642994241842
O95249,250,0.0,0.144
Q08345,913,0.20920043811610076,0.1171960569550931
Q7L5A8,372,0.043010752688172046,0.12365591397849462
P26022,381,0.12335958005249344,0.1784776902887139
A0A1W2PR82,267,0.2883895131086142,0.39325842696629215
Q93015,286,0.2097902097902098,0.25524475524475526
O60706,1549,0.06003873466752744,0.07165913492575855
Q9Y458,520,0.5423076923076923,0.11923076923076924
A0A1W2PPM0,123,0.5691056910569106,0.43089430894308944
O15211,777,0.2857142857142857,0.16859716859716858
Q96QE4,947,0.5776135163674763,0.1573389651531151
P05014,189,0.0,0.015873015873015872
Q96EX2,444,0.28603603603603606,0.1036036036036036
Q9Y376,341,0.0,0.02932551319648094
Q8IWA6,550,0.2927272727272727,0.24909090909090909
Q13077,416,0.17548076923076922,0.1875
P49810,448,0.25669642857142855,0.12276785714285714
Q9NR50,452,0.09070796460176991,0.2610619469026549
C9J798,803,0.024906600249066,0.09339975093399751
Q8WV28,456,0.3267543859649123,0.36622807017543857
P35548,267,0.19101123595505617,0.5805243445692884
Q6P161,138,0.2028985507246377,0.2246376811594203
Q96KX0,146,0.0,0.00684931506849315
C9JJ37,291,0.0,0.013745704467353952
Q9H4F8,434,0.16820276497695852,0.15668202764976957
Q8NFI4,369,0.13821138211382114,0.17615176151761516
P23368,584,0.011986301369863013,0.02054794520547945
Q9UQB9,309,0.07766990291262135,0.1488673139158576
Q5BJH7,314,0.20382165605095542,0.12101910828025478
O60779,497,0.12474849094567404,0.1006036217303823
Q96S65,589,0.5365025466893039,0.10865874363327674
Q9UQ35,2752,0.8484738372093024,0.12427325581395349
Q3MIS6,628,0.22611464968152867,0.0732484076433121
E9PQR5,432,0.5347222222222222,0.4351851851851852
A0A0K0K1A3,114,0.0,0.0
P78324,504,0.22023809523809523,0.15476190476190477
Q9QC07,812,0.04926108374384237,0.14039408866995073
Q8TAQ5,688,0.15261627906976744,0.10465116279069768
P08048,801,0.5006242197253433,0.066167290886392
O43852,315,0.12698412698412698,0.19365079365079366
P06733,434,0.0,0.0
A2IDD5,438,0.3904109589041096,0.21689497716894976
Q14439,515,0.3106796116504854,0.22135922330097088
P58549,80,0.125,0.45
P58743,744,0.06720430107526881,0.10080645161290322
Q9BPX1,270,0.0,0.007407407407407408
Q8NGP9,310,0.0,0.02258064516129032
Q8NGI1,322,0.015527950310559006,0.12732919254658384
Q9H4M7,779,0.5750962772785623,0.16046213093709885
P35575,357,0.0,0.01680672268907563
O75534,798,0.03383458646616541,0.24310776942355888
Q96DT0,336,0.050595238095238096,0.047619047619047616
Q9Y508,228,0.043859649122807015,0.05701754385964912
O43556,437,0.18077803203661327,0.2723112128146453
O60548,495,0.6121212121212121,0.22626262626262628
Q969W9,287,0.4181184668989547,0.5087108013937283
P14314,528,0.10606060606060606,0.07954545454545454
O76062,418,0.0,0.014354066985645933
O15047,1707,0.664323374340949,0.1552431165787932
Q9P0U4,656,0.2850609756097561,0.17073170731707318
P46940,1657,0.04646952323476162,0.18648159324079663
A0A1B0GTC6,90,0.0,0.5444444444444444
Q33E94,735,0.4217687074829932,0.08435374149659863
Q8TBP0,767,0.29986962190352023,0.17861799217731422
Q147U1,533,0.22138836772983114,0.1294559099437148
Q92508,2521,0.16977389924633082,0.1416104720349068
Q75VX8,874,0.5183066361556065,0.08123569794050343
P19367,917,0.0,0.010905125408942203
Q5VWJ9,437,0.15102974828375287,0.13958810068649885
Q96JY0,434,0.3064516129032258,0.1382488479262673
P04746,511,0.0019569471624266144,0.0273972602739726
Q8NAB2,612,0.021241830065359478,0.027777777777777776
Q96H35,190,0.05789473684210526,0.5526315789473685
P30876,1174,0.0034071550255536627,0.018739352640545145
Q76KD6,591,0.6091370558375635,0.09137055837563451
O15442,326,0.08282208588957055,0.046012269938650305
Q14954,304,0.13486842105263158,0.2598684210526316
Q68D51,928,0.4482758620689655,0.11853448275862069
Q8WVB6,975,0.3302564102564103,0.24820512820512822
Q7Z6W1,182,0.26373626373626374,0.6153846153846154
Q8IZJ0,200,0.07,0.135
Q8NGR9,330,0.045454545454545456,0.048484848484848485
Q5TEA3,1177,0.018691588785046728,0.05352591333899745
Q9NUB1,689,0.06095791001451379,0.02467343976777939
A1A4S6,786,0.1806615776081425,0.08015267175572519
A8MVJ9,347,0.05187319884726225,0.03170028818443804
P46781,194,0.05670103092783505,0.10824742268041238
Q9BYJ4,488,0.0,0.0860655737704918
Q92617,1050,0.7409523809523809,0.24761904761904763
P50579,478,0.16736401673640167,0.058577405857740586
Q9Y2T6,319,0.0,0.0219435736677116
P23193,301,0.132890365448505,0.10299003322259136
Q96QR8,312,0.13782051282051283,0.4166666666666667
P32189,559,0.0,0.06440071556350627
Q00532,358,0.15363128491620112,0.1340782122905028
Q6P179,960,0.041666666666666664,0.0125
P0C860,447,0.4809843400447427,0.21252796420581654
B3GLJ2,98,0.0,0.0
Q92889,916,0.1331877729257642,0.16812227074235808
Q05932,587,0.09540034071550256,0.1362862010221465
D6RF30,607,0.33607907742998355,0.23393739703459637
P57771,180,0.09444444444444444,0.17222222222222222
Q9BQT8,299,0.0,0.013377926421404682
P86478,221,0.5203619909502263,0.4660633484162896
Q86UD0,394,0.28426395939086296,0.31218274111675126
Q9UH62,379,0.19788918205804748,0.11081794195250659
Q6J4K2,584,0.0976027397260274,0.09417808219178082
Q96AY3,582,0.048109965635738834,0.02577319587628866
Q96A35,216,0.0,0.027777777777777776
Q9H427,330,0.18787878787878787,0.1
P14672,509,0.05304518664047151,0.06286836935166994
Q16637,294,0.25510204081632654,0.4489795918367347
Q8N8D1,485,0.13195876288659794,0.2865979381443299
Q9NYW2,309,0.0,0.12297734627831715
Q9BW85,323,0.2755417956656347,0.14860681114551083
P55001,183,0.28415300546448086,0.23497267759562843
A6PVS8,624,0.30448717948717946,0.12179487179487179
P07098,398,0.032663316582914576,0.10552763819095477
Q9Y3Y2,248,0.36693548387096775,0.24193548387096775
Q92777,582,0.33676975945017185,0.15807560137457044
Q5HYJ1,363,0.1184573002754821,0.03856749311294766
Q08828,1119,0.13672922252010725,0.13941018766756033
A0A2R8YD15,34,0.0,0.0
Q15788,1441,0.7064538514920194,0.16030534351145037
Q6ZQQ2,1576,0.7899746192893401,0.17893401015228427
Q9BV97,191,0.5392670157068062,0.3612565445026178
Q9NRY6,295,0.21694915254237288,0.2
Q99755,562,0.30782918149466193,0.20462633451957296
O00189,453,0.04194260485651214,0.1390728476821192
Q0VAQ4,97,0.041237113402061855,0.6804123711340206
A0A1W2PPG7,69,0.0,0.0
Q9UNH7,406,0.03694581280788178,0.03694581280788178
Q9Y2T2,418,0.0,0.06698564593301436
P60329,112,0.8482142857142857,0.15178571428571427
Q9H7X3,374,0.29411764705882354,0.03208556149732621
Q9BXS0,654,0.22018348623853212,0.7568807339449541
Q8IZM8,581,0.5129087779690189,0.1962134251290878
A0ZSE6,113,0.04424778761061947,0.37168141592920356
Q9BX67,310,0.1064516129032258,0.16774193548387098
Q969F8,398,0.18592964824120603,0.11557788944723618
Q06945,474,0.6624472573839663,0.1940928270042194
Q9NPA1,279,0.12186379928315412,0.2222222222222222
P51587,3418,0.6559391456992393,0.13867758923346987
O94991,958,0.3914405010438413,0.10647181628392484
Q9HB90,399,0.21804511278195488,0.21804511278195488
Q15916,424,0.42452830188679247,0.1650943396226415
Q86YT9,394,0.2436548223350254,0.1802030456852792
Q9P265,1576,0.14022842639593908,0.07296954314720812
Q5CZC0,6907,0.42855074562038514,0.35891124945707253
P25685,340,0.12058823529411765,0.18235294117647058
Q12829,278,0.17266187050359713,0.1906474820143885
Q8TEW6,326,0.21779141104294478,0.19938650306748465
G3V0H7,640,0.08125,0.16875
P08779,473,0.3150105708245243,0.1416490486257928
Q5SGD2,360,0.0,0.14444444444444443
Q6IE38,97,0.010309278350515464,0.1958762886597938
A0PJZ3,443,0.14221218961625282,0.09932279909706546
P06213,1382,0.13675832127351664,0.1476121562952243
P47804,291,0.03436426116838488,0.09965635738831616
Q9UPW8,1703,0.23253082795067528,0.08279506752789195
O75335,1185,0.34852320675105486,0.19156118143459916
Q9ULJ8,1098,0.5027322404371585,0.14025500910746813
P52943,208,0.13942307692307693,0.3798076923076923
Q9BT17,334,0.02694610778443114,0.05089820359281437
Q8NEY8,458,0.5065502183406113,0.2816593886462882
P25067,703,0.38549075391180654,0.4295874822190612
Q9NP62,436,0.5894495412844036,0.05504587155963303
Q5JQF7,62,0.1935483870967742,0.8064516129032258
Q9Y5E1,797,0.1355081555834379,0.07779171894604768
Q9Y691,235,0.01702127659574468,0.05106382978723404
Q5W111,196,0.03571428571428571,0.08673469387755102
Q9NQL2,400,0.1575,0.1625
Q86VW1,577,0.03466204506065858,0.1195840554592721
