first_vep,second_vep,region,kappa
PonP2,Polyphen2_HumVar,disordered,0.2954605096596029
Polyphen2_HumVar,PonP2,disordered,0.2954605096596029
PonP2,Polyphen2_HumVar,intermediate,0.3123554084287816
Polyphen2_HumVar,PonP2,intermediate,0.3123554084287816
PonP2,Polyphen2_HumVar,ordered,0.3267565010737906
Polyphen2_HumVar,PonP2,ordered,0.3267565010737906
PonP2,VESPAl,disordered,0.142282133962298
VESPAl,PonP2,disordered,0.142282133962298
PonP2,VESPAl,intermediate,0.2055645440320729
VESPAl,PonP2,intermediate,0.2055645440320729
PonP2,VESPAl,ordered,0.2459603173574244
VESPAl,PonP2,ordered,0.2459603173574244
PonP2,DeMaSk,disordered,0.2322180546130421
DeMaSk,PonP2,disordered,0.2322180546130421
PonP2,DeMaSk,intermediate,0.2547548873467479
DeMaSk,PonP2,intermediate,0.2547548873467479
PonP2,DeMaSk,ordered,0.278882722010878
DeMaSk,PonP2,ordered,0.278882722010878
PonP2,DEOGEN2,disordered,0.2519331622242879
DEOGEN2,PonP2,disordered,0.2519331622242879
PonP2,DEOGEN2,intermediate,0.3150118738390463
DEOGEN2,PonP2,intermediate,0.3150118738390463
PonP2,DEOGEN2,ordered,0.3311611427247418
DEOGEN2,PonP2,ordered,0.3311611427247418
PonP2,BayesDel,disordered,0.2411895878723643
BayesDel,PonP2,disordered,0.2411895878723643
PonP2,BayesDel,intermediate,0.3045334082115111
BayesDel,PonP2,intermediate,0.3045334082115111
PonP2,BayesDel,ordered,0.3637342147988162
BayesDel,PonP2,ordered,0.3637342147988162
PonP2,Envision,disordered,0.2394925159324341
Envision,PonP2,disordered,0.2394925159324341
PonP2,Envision,intermediate,0.2700753510594886
Envision,PonP2,intermediate,0.2700753510594886
PonP2,Envision,ordered,0.2942333968174847
Envision,PonP2,ordered,0.2942333968174847
PonP2,SIFT4G,disordered,0.1761447656879278
SIFT4G,PonP2,disordered,0.1761447656879278
PonP2,SIFT4G,intermediate,0.2395187586278003
SIFT4G,PonP2,intermediate,0.2395187586278003
PonP2,SIFT4G,ordered,0.2700327768642732
SIFT4G,PonP2,ordered,0.2700327768642732
PonP2,UNEECON,disordered,0.3518401539738465
UNEECON,PonP2,disordered,0.3518401539738465
PonP2,UNEECON,intermediate,0.3628530078370479
UNEECON,PonP2,intermediate,0.3628530078370479
PonP2,UNEECON,ordered,0.3629302231845148
UNEECON,PonP2,ordered,0.3629302231845148
PonP2,Polyphen2_HumDiv,disordered,0.2928883359152155
Polyphen2_HumDiv,PonP2,disordered,0.2928883359152155
PonP2,Polyphen2_HumDiv,intermediate,0.3022473265754455
Polyphen2_HumDiv,PonP2,intermediate,0.3022473265754455
PonP2,Polyphen2_HumDiv,ordered,0.3167013394441385
Polyphen2_HumDiv,PonP2,ordered,0.3167013394441385
PonP2,AlphaMissense,disordered,0.2571285304935817
AlphaMissense,PonP2,disordered,0.2571285304935817
PonP2,AlphaMissense,intermediate,0.3335088904640337
AlphaMissense,PonP2,intermediate,0.3335088904640337
PonP2,AlphaMissense,ordered,0.3582272111083571
AlphaMissense,PonP2,ordered,0.3582272111083571
PonP2,MutFormer,disordered,0.180139299646008
MutFormer,PonP2,disordered,0.180139299646008
PonP2,MutFormer,intermediate,0.2053839658648431
MutFormer,PonP2,intermediate,0.2053839658648431
PonP2,MutFormer,ordered,0.2392509807583948
MutFormer,PonP2,ordered,0.2392509807583948
PonP2,ClinPred,disordered,0.2116366859052482
ClinPred,PonP2,disordered,0.2116366859052482
PonP2,ClinPred,intermediate,0.3004666858879077
ClinPred,PonP2,intermediate,0.3004666858879077
PonP2,ClinPred,ordered,0.34381452719057
ClinPred,PonP2,ordered,0.34381452719057
PonP2,CPT,disordered,0.150065974507078
CPT,PonP2,disordered,0.150065974507078
PonP2,CPT,intermediate,0.2878346497915367
CPT,PonP2,intermediate,0.2878346497915367
PonP2,CPT,ordered,0.340501796302621
CPT,PonP2,ordered,0.340501796302621
PonP2,REVEL,disordered,0.1855306498510853
REVEL,PonP2,disordered,0.1855306498510853
PonP2,REVEL,intermediate,0.2922085714368614
REVEL,PonP2,intermediate,0.2922085714368614
PonP2,REVEL,ordered,0.36692563254165
REVEL,PonP2,ordered,0.36692563254165
PonP2,CADD,disordered,0.364717220287495
CADD,PonP2,disordered,0.364717220287495
PonP2,CADD,intermediate,0.3796935896378662
CADD,PonP2,intermediate,0.3796935896378662
PonP2,CADD,ordered,0.39840617477669
CADD,PonP2,ordered,0.39840617477669
PonP2,SIFT,disordered,0.2236997306099063
SIFT,PonP2,disordered,0.2236997306099063
PonP2,SIFT,intermediate,0.2729917480127016
SIFT,PonP2,intermediate,0.2729917480127016
PonP2,SIFT,ordered,0.3066339303184152
SIFT,PonP2,ordered,0.3066339303184152
PonP2,FATHMM,disordered,0.096079961535086
FATHMM,PonP2,disordered,0.096079961535086
PonP2,FATHMM,intermediate,0.1153452751128473
FATHMM,PonP2,intermediate,0.1153452751128473
PonP2,FATHMM,ordered,0.1258858869520986
FATHMM,PonP2,ordered,0.1258858869520986
PonP2,ESM-1b,disordered,0.1931979438649479
ESM-1b,PonP2,disordered,0.1931979438649479
PonP2,ESM-1b,intermediate,0.3124544063407255
ESM-1b,PonP2,intermediate,0.3124544063407255
PonP2,ESM-1b,ordered,0.3435755857925259
ESM-1b,PonP2,ordered,0.3435755857925259
PonP2,GEMME,disordered,0.2243160866193603
GEMME,PonP2,disordered,0.2243160866193603
PonP2,GEMME,intermediate,0.259611255786896
GEMME,PonP2,intermediate,0.259611255786896
PonP2,GEMME,ordered,0.2719502402045378
GEMME,PonP2,ordered,0.2719502402045378
PonP2,MetaRNN,disordered,0.1301619978473438
MetaRNN,PonP2,disordered,0.1301619978473438
PonP2,MetaRNN,intermediate,0.2767104366973234
MetaRNN,PonP2,intermediate,0.2767104366973234
PonP2,MetaRNN,ordered,0.3733841177317902
MetaRNN,PonP2,ordered,0.3733841177317902
PonP2,MetaSVM,disordered,0.2012025982731531
MetaSVM,PonP2,disordered,0.2012025982731531
PonP2,MetaSVM,intermediate,0.2406668024757257
MetaSVM,PonP2,intermediate,0.2406668024757257
PonP2,MetaSVM,ordered,0.2796207886352186
MetaSVM,PonP2,ordered,0.2796207886352186
DANN,VEST4,disordered,0.1547557542377419
VEST4,DANN,disordered,0.1547557542377419
DANN,VEST4,intermediate,0.2537340492917945
VEST4,DANN,intermediate,0.2537340492917945
DANN,VEST4,ordered,0.3186230512773598
VEST4,DANN,ordered,0.3186230512773598
DANN,VARITY_R,disordered,0.0739137597924527
VARITY_R,DANN,disordered,0.0739137597924527
DANN,VARITY_R,intermediate,0.202734547759364
VARITY_R,DANN,intermediate,0.202734547759364
DANN,VARITY_R,ordered,0.2952586262556831
VARITY_R,DANN,ordered,0.2952586262556831
DANN,MutScore,disordered,0.0770126581933767
MutScore,DANN,disordered,0.0770126581933767
DANN,MutScore,intermediate,0.1741410480205513
MutScore,DANN,intermediate,0.1741410480205513
DANN,MutScore,ordered,0.2296694416013066
MutScore,DANN,ordered,0.2296694416013066
DANN,PROVEAN,disordered,0.134665269433561
PROVEAN,DANN,disordered,0.134665269433561
DANN,PROVEAN,intermediate,0.2627676564788304
PROVEAN,DANN,intermediate,0.2627676564788304
DANN,PROVEAN,ordered,0.3207229239411722
PROVEAN,DANN,ordered,0.3207229239411722
DANN,Polyphen2_HumVar,disordered,0.3837302903709679
Polyphen2_HumVar,DANN,disordered,0.3837302903709679
DANN,Polyphen2_HumVar,intermediate,0.4484655585862316
Polyphen2_HumVar,DANN,intermediate,0.4484655585862316
DANN,Polyphen2_HumVar,ordered,0.4652846846070926
Polyphen2_HumVar,DANN,ordered,0.4652846846070926
DANN,VESPAl,disordered,0.1188667275486671
VESPAl,DANN,disordered,0.1188667275486671
DANN,VESPAl,intermediate,0.2002622095336393
VESPAl,DANN,intermediate,0.2002622095336393
DANN,VESPAl,ordered,0.2376496555594883
VESPAl,DANN,ordered,0.2376496555594883
DANN,DeMaSk,disordered,0.2662130909864587
DeMaSk,DANN,disordered,0.2662130909864587
DANN,DeMaSk,intermediate,0.2598158774168753
DeMaSk,DANN,intermediate,0.2598158774168753
DANN,DeMaSk,ordered,0.236580093623135
DeMaSk,DANN,ordered,0.236580093623135
DANN,DEOGEN2,disordered,0.104538947645601
DEOGEN2,DANN,disordered,0.104538947645601
DANN,DEOGEN2,intermediate,0.165884933942794
DEOGEN2,DANN,intermediate,0.165884933942794
DANN,DEOGEN2,ordered,0.1882859877723308
DEOGEN2,DANN,ordered,0.1882859877723308
DANN,BayesDel,disordered,0.115227352660083
BayesDel,DANN,disordered,0.115227352660083
DANN,BayesDel,intermediate,0.1805449580926447
BayesDel,DANN,intermediate,0.1805449580926447
DANN,BayesDel,ordered,0.2327566290544784
BayesDel,DANN,ordered,0.2327566290544784
DANN,Envision,disordered,0.3482815412294812
Envision,DANN,disordered,0.3482815412294812
DANN,Envision,intermediate,0.3668338483208677
Envision,DANN,intermediate,0.3668338483208677
DANN,Envision,ordered,0.3556772875503189
Envision,DANN,ordered,0.3556772875503189
DANN,SIFT4G,disordered,0.2161394441054204
SIFT4G,DANN,disordered,0.2161394441054204
DANN,SIFT4G,intermediate,0.3115828575179798
SIFT4G,DANN,intermediate,0.3115828575179798
DANN,SIFT4G,ordered,0.3360941398861556
SIFT4G,DANN,ordered,0.3360941398861556
DANN,UNEECON,disordered,0.2884754346832501
UNEECON,DANN,disordered,0.2884754346832501
DANN,UNEECON,intermediate,0.2691852776002319
UNEECON,DANN,intermediate,0.2691852776002319
DANN,UNEECON,ordered,0.2607302433309441
UNEECON,DANN,ordered,0.2607302433309441
DANN,Polyphen2_HumDiv,disordered,0.3985615601070558
Polyphen2_HumDiv,DANN,disordered,0.3985615601070558
DANN,Polyphen2_HumDiv,intermediate,0.4407967342625969
Polyphen2_HumDiv,DANN,intermediate,0.4407967342625969
DANN,Polyphen2_HumDiv,ordered,0.4341150787600288
Polyphen2_HumDiv,DANN,ordered,0.4341150787600288
DANN,AlphaMissense,disordered,0.1619731843462475
AlphaMissense,DANN,disordered,0.1619731843462475
DANN,AlphaMissense,intermediate,0.2614054980014159
AlphaMissense,DANN,intermediate,0.2614054980014159
DANN,AlphaMissense,ordered,0.2820131277757204
AlphaMissense,DANN,ordered,0.2820131277757204
DANN,MutFormer,disordered,0.0770160549444667
MutFormer,DANN,disordered,0.0770160549444667
DANN,MutFormer,intermediate,0.0870097882788416
MutFormer,DANN,intermediate,0.0870097882788416
DANN,MutFormer,ordered,0.1100099911885765
MutFormer,DANN,ordered,0.1100099911885765
DANN,ClinPred,disordered,0.1574482691793861
ClinPred,DANN,disordered,0.1574482691793861
DANN,ClinPred,intermediate,0.2825788021971204
ClinPred,DANN,intermediate,0.2825788021971204
DANN,ClinPred,ordered,0.3385724479174766
ClinPred,DANN,ordered,0.3385724479174766
DANN,CPT,disordered,0.0732695161634088
CPT,DANN,disordered,0.0732695161634088
DANN,CPT,intermediate,0.2285582038291934
CPT,DANN,intermediate,0.2285582038291934
DANN,CPT,ordered,0.3290226208420626
CPT,DANN,ordered,0.3290226208420626
DANN,REVEL,disordered,0.0799126995776939
REVEL,DANN,disordered,0.0799126995776939
DANN,REVEL,intermediate,0.1814985185126035
REVEL,DANN,intermediate,0.1814985185126035
DANN,REVEL,ordered,0.2614681709919363
REVEL,DANN,ordered,0.2614681709919363
DANN,CADD,disordered,0.4311686999887613
CADD,DANN,disordered,0.4311686999887613
DANN,CADD,intermediate,0.4968038058353512
CADD,DANN,intermediate,0.4968038058353512
DANN,CADD,ordered,0.4987264154815609
CADD,DANN,ordered,0.4987264154815609
DANN,SIFT,disordered,0.3303469375307302
SIFT,DANN,disordered,0.3303469375307302
DANN,SIFT,intermediate,0.3713603786834054
SIFT,DANN,intermediate,0.3713603786834054
DANN,SIFT,ordered,0.3745894980416852
SIFT,DANN,ordered,0.3745894980416852
DANN,FATHMM,disordered,0.0303186199044974
FATHMM,DANN,disordered,0.0303186199044974
DANN,FATHMM,intermediate,0.0369182084614662
FATHMM,DANN,intermediate,0.0369182084614662
DANN,FATHMM,ordered,0.0595096869852573
FATHMM,DANN,ordered,0.0595096869852573
DANN,ESM-1b,disordered,0.113086324081007
ESM-1b,DANN,disordered,0.113086324081007
DANN,ESM-1b,intermediate,0.261696288073088
ESM-1b,DANN,intermediate,0.261696288073088
DANN,ESM-1b,ordered,0.307176994297335
ESM-1b,DANN,ordered,0.307176994297335
DANN,GEMME,disordered,0.2758724704527283
GEMME,DANN,disordered,0.2758724704527283
DANN,GEMME,intermediate,0.3462543395277532
GEMME,DANN,intermediate,0.3462543395277532
DANN,GEMME,ordered,0.3402733230858661
GEMME,DANN,ordered,0.3402733230858661
DANN,MetaRNN,disordered,0.053080989776393
MetaRNN,DANN,disordered,0.053080989776393
DANN,MetaRNN,intermediate,0.178241079529196
MetaRNN,DANN,intermediate,0.178241079529196
DANN,MetaRNN,ordered,0.2852356958868252
MetaRNN,DANN,ordered,0.2852356958868252
DANN,MetaSVM,disordered,0.131278282962801
MetaSVM,DANN,disordered,0.131278282962801
DANN,MetaSVM,intermediate,0.1750213737289399
MetaSVM,DANN,intermediate,0.1750213737289399
DANN,MetaSVM,ordered,0.2230337591937147
MetaSVM,DANN,ordered,0.2230337591937147
VEST4,VARITY_R,disordered,0.3245605037144656
VARITY_R,VEST4,disordered,0.3245605037144656
VEST4,VARITY_R,intermediate,0.4947636571483538
VARITY_R,VEST4,intermediate,0.4947636571483538
VEST4,VARITY_R,ordered,0.5505499885784543
VARITY_R,VEST4,ordered,0.5505499885784543
VEST4,MutScore,disordered,0.3142168662315965
MutScore,VEST4,disordered,0.3142168662315965
VEST4,MutScore,intermediate,0.4784511554013326
MutScore,VEST4,intermediate,0.4784511554013326
VEST4,MutScore,ordered,0.5274282694010206
MutScore,VEST4,ordered,0.5274282694010206
VEST4,PROVEAN,disordered,0.2742280670920154
PROVEAN,VEST4,disordered,0.2742280670920154
VEST4,PROVEAN,intermediate,0.4347022900201962
PROVEAN,VEST4,intermediate,0.4347022900201962
VEST4,PROVEAN,ordered,0.4811669990646298
PROVEAN,VEST4,ordered,0.4811669990646298
VEST4,Polyphen2_HumVar,disordered,0.292091360412395
Polyphen2_HumVar,VEST4,disordered,0.292091360412395
VEST4,Polyphen2_HumVar,intermediate,0.4151715408723346
Polyphen2_HumVar,VEST4,intermediate,0.4151715408723346
VEST4,Polyphen2_HumVar,ordered,0.4752974938143427
Polyphen2_HumVar,VEST4,ordered,0.4752974938143427
VEST4,VESPAl,disordered,0.2292061077380434
VESPAl,VEST4,disordered,0.2292061077380434
VEST4,VESPAl,intermediate,0.3924070514944974
VESPAl,VEST4,intermediate,0.3924070514944974
VEST4,VESPAl,ordered,0.4561371393349531
VESPAl,VEST4,ordered,0.4561371393349531
VEST4,DeMaSk,disordered,0.2221331079367798
DeMaSk,VEST4,disordered,0.2221331079367798
VEST4,DeMaSk,intermediate,0.3810904482870421
DeMaSk,VEST4,intermediate,0.3810904482870421
VEST4,DeMaSk,ordered,0.446854114149582
DeMaSk,VEST4,ordered,0.446854114149582
VEST4,DEOGEN2,disordered,0.2436017887174297
DEOGEN2,VEST4,disordered,0.2436017887174297
VEST4,DEOGEN2,intermediate,0.315671966965714
DEOGEN2,VEST4,intermediate,0.315671966965714
VEST4,DEOGEN2,ordered,0.3312409312454254
DEOGEN2,VEST4,ordered,0.3312409312454254
VEST4,BayesDel,disordered,0.436311971581079
BayesDel,VEST4,disordered,0.436311971581079
VEST4,BayesDel,intermediate,0.5294965710060977
BayesDel,VEST4,intermediate,0.5294965710060977
VEST4,BayesDel,ordered,0.5776035891995857
BayesDel,VEST4,ordered,0.5776035891995857
VEST4,Envision,disordered,0.2143719045967489
Envision,VEST4,disordered,0.2143719045967489
VEST4,Envision,intermediate,0.3554001778057072
Envision,VEST4,intermediate,0.3554001778057072
VEST4,Envision,ordered,0.4284872417596141
Envision,VEST4,ordered,0.4284872417596141
VEST4,SIFT4G,disordered,0.2109112064794569
SIFT4G,VEST4,disordered,0.2109112064794569
VEST4,SIFT4G,intermediate,0.3774830126538205
SIFT4G,VEST4,intermediate,0.3774830126538205
VEST4,SIFT4G,ordered,0.4386911971750118
SIFT4G,VEST4,ordered,0.4386911971750118
VEST4,UNEECON,disordered,0.2708839160908959
UNEECON,VEST4,disordered,0.2708839160908959
VEST4,UNEECON,intermediate,0.37590312455122
UNEECON,VEST4,intermediate,0.37590312455122
VEST4,UNEECON,ordered,0.3959285777607615
UNEECON,VEST4,ordered,0.3959285777607615
VEST4,Polyphen2_HumDiv,disordered,0.2752319635522031
Polyphen2_HumDiv,VEST4,disordered,0.2752319635522031
VEST4,Polyphen2_HumDiv,intermediate,0.3990516810586744
Polyphen2_HumDiv,VEST4,intermediate,0.3990516810586744
VEST4,Polyphen2_HumDiv,ordered,0.4651170553014888
Polyphen2_HumDiv,VEST4,ordered,0.4651170553014888
VEST4,AlphaMissense,disordered,0.3812384388375622
AlphaMissense,VEST4,disordered,0.3812384388375622
VEST4,AlphaMissense,intermediate,0.5124224489412809
AlphaMissense,VEST4,intermediate,0.5124224489412809
VEST4,AlphaMissense,ordered,0.5528085383877849
AlphaMissense,VEST4,ordered,0.5528085383877849
VEST4,MutFormer,disordered,0.1394043974955661
MutFormer,VEST4,disordered,0.1394043974955661
VEST4,MutFormer,intermediate,0.1802641835715005
MutFormer,VEST4,intermediate,0.1802641835715005
VEST4,MutFormer,ordered,0.2213240386775787
MutFormer,VEST4,ordered,0.2213240386775787
VEST4,ClinPred,disordered,0.32887631714543353
ClinPred,VEST4,disordered,0.32887631714543353
VEST4,ClinPred,intermediate,0.4751276978020347
ClinPred,VEST4,intermediate,0.4751276978020347
VEST4,ClinPred,ordered,0.5298594673335804
ClinPred,VEST4,ordered,0.5298594673335804
VEST4,CPT,disordered,0.2438791998879916
CPT,VEST4,disordered,0.2438791998879916
VEST4,CPT,intermediate,0.4515837491907236
CPT,VEST4,intermediate,0.4515837491907236
VEST4,CPT,ordered,0.5249577608024272
CPT,VEST4,ordered,0.5249577608024272
VEST4,REVEL,disordered,0.2963006308171986
REVEL,VEST4,disordered,0.2963006308171986
VEST4,REVEL,intermediate,0.4414399871313997
REVEL,VEST4,intermediate,0.4414399871313997
VEST4,REVEL,ordered,0.5253046684527378
REVEL,VEST4,ordered,0.5253046684527378
VEST4,CADD,disordered,0.3291031386367399
CADD,VEST4,disordered,0.3291031386367399
VEST4,CADD,intermediate,0.4471117546704113
CADD,VEST4,intermediate,0.4471117546704113
VEST4,CADD,ordered,0.5253147411947412
CADD,VEST4,ordered,0.5253147411947412
VEST4,SIFT,disordered,0.2044264895339829
SIFT,VEST4,disordered,0.2044264895339829
VEST4,SIFT,intermediate,0.3545935771585021
SIFT,VEST4,intermediate,0.3545935771585021
VEST4,SIFT,ordered,0.4383126140159911
SIFT,VEST4,ordered,0.4383126140159911
VEST4,FATHMM,disordered,0.0465269413511805
FATHMM,VEST4,disordered,0.0465269413511805
VEST4,FATHMM,intermediate,0.077874334534795
FATHMM,VEST4,intermediate,0.077874334534795
VEST4,FATHMM,ordered,0.1204723392178097
FATHMM,VEST4,ordered,0.1204723392178097
VEST4,ESM-1b,disordered,0.2750812645888461
ESM-1b,VEST4,disordered,0.2750812645888461
VEST4,ESM-1b,intermediate,0.4324205314806867
ESM-1b,VEST4,intermediate,0.4324205314806867
VEST4,ESM-1b,ordered,0.4896994735099208
ESM-1b,VEST4,ordered,0.4896994735099208
VEST4,GEMME,disordered,0.2466283199179172
GEMME,VEST4,disordered,0.2466283199179172
VEST4,GEMME,intermediate,0.3939562025772913
GEMME,VEST4,intermediate,0.3939562025772913
VEST4,GEMME,ordered,0.4605104451806463
GEMME,VEST4,ordered,0.4605104451806463
VEST4,MetaRNN,disordered,0.3524431136963482
MetaRNN,VEST4,disordered,0.3524431136963482
VEST4,MetaRNN,intermediate,0.5838608857480168
MetaRNN,VEST4,intermediate,0.5838608857480168
VEST4,MetaRNN,ordered,0.6663140872583132
MetaRNN,VEST4,ordered,0.6663140872583132
VEST4,MetaSVM,disordered,0.1806174814558309
MetaSVM,VEST4,disordered,0.1806174814558309
VEST4,MetaSVM,intermediate,0.274162677314948
MetaSVM,VEST4,intermediate,0.274162677314948
VEST4,MetaSVM,ordered,0.3569037460795049
MetaSVM,VEST4,ordered,0.3569037460795049
VARITY_R,MutScore,disordered,0.5293746953553284
MutScore,VARITY_R,disordered,0.5293746953553284
VARITY_R,MutScore,intermediate,0.6394166522363283
MutScore,VARITY_R,intermediate,0.6394166522363283
VARITY_R,MutScore,ordered,0.6255719906440731
MutScore,VARITY_R,ordered,0.6255719906440731
VARITY_R,PROVEAN,disordered,0.3785355350052984
PROVEAN,VARITY_R,disordered,0.3785355350052984
VARITY_R,PROVEAN,intermediate,0.555308268272344
PROVEAN,VARITY_R,intermediate,0.555308268272344
VARITY_R,PROVEAN,ordered,0.5973893932635175
PROVEAN,VARITY_R,ordered,0.5973893932635175
VARITY_R,Polyphen2_HumVar,disordered,0.1852068042598968
Polyphen2_HumVar,VARITY_R,disordered,0.1852068042598968
VARITY_R,Polyphen2_HumVar,intermediate,0.3813090866956372
Polyphen2_HumVar,VARITY_R,intermediate,0.3813090866956372
VARITY_R,Polyphen2_HumVar,ordered,0.4824815597269116
Polyphen2_HumVar,VARITY_R,ordered,0.4824815597269116
VARITY_R,VESPAl,disordered,0.2201816537830374
VESPAl,VARITY_R,disordered,0.2201816537830374
VARITY_R,VESPAl,intermediate,0.4224106436937831
VESPAl,VARITY_R,intermediate,0.4224106436937831
VARITY_R,VESPAl,ordered,0.4688623273282126
VESPAl,VARITY_R,ordered,0.4688623273282126
VARITY_R,DeMaSk,disordered,0.1529289326957527
DeMaSk,VARITY_R,disordered,0.1529289326957527
VARITY_R,DeMaSk,intermediate,0.3732893959785545
DeMaSk,VARITY_R,intermediate,0.3732893959785545
VARITY_R,DeMaSk,ordered,0.462382746727569
DeMaSk,VARITY_R,ordered,0.462382746727569
VARITY_R,DEOGEN2,disordered,0.2702393348665093
DEOGEN2,VARITY_R,disordered,0.2702393348665093
VARITY_R,DEOGEN2,intermediate,0.3763914032453925
DEOGEN2,VARITY_R,intermediate,0.3763914032453925
VARITY_R,DEOGEN2,ordered,0.3729679611838991
DEOGEN2,VARITY_R,ordered,0.3729679611838991
VARITY_R,BayesDel,disordered,0.3246916527851545
BayesDel,VARITY_R,disordered,0.3246916527851545
VARITY_R,BayesDel,intermediate,0.4818518435839127
BayesDel,VARITY_R,intermediate,0.4818518435839127
VARITY_R,BayesDel,ordered,0.5142475758570118
BayesDel,VARITY_R,ordered,0.5142475758570118
VARITY_R,Envision,disordered,0.1257209821339251
Envision,VARITY_R,disordered,0.1257209821339251
VARITY_R,Envision,intermediate,0.3228164915731077
Envision,VARITY_R,intermediate,0.3228164915731077
VARITY_R,Envision,ordered,0.4388957973582844
Envision,VARITY_R,ordered,0.4388957973582844
VARITY_R,SIFT4G,disordered,0.2208634992602501
SIFT4G,VARITY_R,disordered,0.2208634992602501
VARITY_R,SIFT4G,intermediate,0.4401631122640899
SIFT4G,VARITY_R,intermediate,0.4401631122640899
VARITY_R,SIFT4G,ordered,0.521953320417609
SIFT4G,VARITY_R,ordered,0.521953320417609
VARITY_R,UNEECON,disordered,0.1592051696659956
UNEECON,VARITY_R,disordered,0.1592051696659956
VARITY_R,UNEECON,intermediate,0.3251963258547536
UNEECON,VARITY_R,intermediate,0.3251963258547536
VARITY_R,UNEECON,ordered,0.3619336341172884
UNEECON,VARITY_R,ordered,0.3619336341172884
VARITY_R,Polyphen2_HumDiv,disordered,0.1707454667657514
Polyphen2_HumDiv,VARITY_R,disordered,0.1707454667657514
VARITY_R,Polyphen2_HumDiv,intermediate,0.3629989846984691
Polyphen2_HumDiv,VARITY_R,intermediate,0.3629989846984691
VARITY_R,Polyphen2_HumDiv,ordered,0.4664550097705191
Polyphen2_HumDiv,VARITY_R,ordered,0.4664550097705191
VARITY_R,AlphaMissense,disordered,0.3260861025538361
AlphaMissense,VARITY_R,disordered,0.3260861025538361
VARITY_R,AlphaMissense,intermediate,0.4990134281518045
AlphaMissense,VARITY_R,intermediate,0.4990134281518045
VARITY_R,AlphaMissense,ordered,0.5484791313192914
AlphaMissense,VARITY_R,ordered,0.5484791313192914
VARITY_R,MutFormer,disordered,0.1140506532139656
MutFormer,VARITY_R,disordered,0.1140506532139656
VARITY_R,MutFormer,intermediate,0.1996801457126867
MutFormer,VARITY_R,intermediate,0.1996801457126867
VARITY_R,MutFormer,ordered,0.2435266326681934
MutFormer,VARITY_R,ordered,0.2435266326681934
VARITY_R,ClinPred,disordered,0.422519038640049
ClinPred,VARITY_R,disordered,0.422519038640049
VARITY_R,ClinPred,intermediate,0.5762577975188402
ClinPred,VARITY_R,intermediate,0.5762577975188402
VARITY_R,ClinPred,ordered,0.6195330259978734
ClinPred,VARITY_R,ordered,0.6195330259978734
VARITY_R,CPT,disordered,0.2761862029350372
CPT,VARITY_R,disordered,0.2761862029350372
VARITY_R,CPT,intermediate,0.4950040154611899
CPT,VARITY_R,intermediate,0.4950040154611899
VARITY_R,CPT,ordered,0.5605780671685507
CPT,VARITY_R,ordered,0.5605780671685507
VARITY_R,REVEL,disordered,0.32499481875123
REVEL,VARITY_R,disordered,0.32499481875123
VARITY_R,REVEL,intermediate,0.4742279275826876
REVEL,VARITY_R,intermediate,0.4742279275826876
VARITY_R,REVEL,ordered,0.5243577137225299
REVEL,VARITY_R,ordered,0.5243577137225299
VARITY_R,CADD,disordered,0.2014411479226661
CADD,VARITY_R,disordered,0.2014411479226661
VARITY_R,CADD,intermediate,0.3934178069610099
CADD,VARITY_R,intermediate,0.3934178069610099
VARITY_R,CADD,ordered,0.4985473799115916
CADD,VARITY_R,ordered,0.4985473799115916
VARITY_R,SIFT,disordered,0.1466478228237491
SIFT,VARITY_R,disordered,0.1466478228237491
VARITY_R,SIFT,intermediate,0.3526920701268256
SIFT,VARITY_R,intermediate,0.3526920701268256
VARITY_R,SIFT,ordered,0.4757659935691998
SIFT,VARITY_R,ordered,0.4757659935691998
VARITY_R,FATHMM,disordered,0.0463161409255388
FATHMM,VARITY_R,disordered,0.0463161409255388
VARITY_R,FATHMM,intermediate,0.1016334524791789
FATHMM,VARITY_R,intermediate,0.1016334524791789
VARITY_R,FATHMM,ordered,0.1386594438887687
FATHMM,VARITY_R,ordered,0.1386594438887687
VARITY_R,ESM-1b,disordered,0.2912212987933575
ESM-1b,VARITY_R,disordered,0.2912212987933575
VARITY_R,ESM-1b,intermediate,0.4563647788398967
ESM-1b,VARITY_R,intermediate,0.4563647788398967
VARITY_R,ESM-1b,ordered,0.5251600167423337
ESM-1b,VARITY_R,ordered,0.5251600167423337
VARITY_R,GEMME,disordered,0.1879628668514619
GEMME,VARITY_R,disordered,0.1879628668514619
VARITY_R,GEMME,intermediate,0.3984135955866271
GEMME,VARITY_R,intermediate,0.3984135955866271
VARITY_R,GEMME,ordered,0.4905360842714645
GEMME,VARITY_R,ordered,0.4905360842714645
VARITY_R,MetaRNN,disordered,0.3888146815597818
MetaRNN,VARITY_R,disordered,0.3888146815597818
VARITY_R,MetaRNN,intermediate,0.5536480287324606
MetaRNN,VARITY_R,intermediate,0.5536480287324606
VARITY_R,MetaRNN,ordered,0.6078711363693421
MetaRNN,VARITY_R,ordered,0.6078711363693421
VARITY_R,MetaSVM,disordered,0.1659001737068537
MetaSVM,VARITY_R,disordered,0.1659001737068537
VARITY_R,MetaSVM,intermediate,0.3129261657195856
MetaSVM,VARITY_R,intermediate,0.3129261657195856
VARITY_R,MetaSVM,ordered,0.3865280239258638
MetaSVM,VARITY_R,ordered,0.3865280239258638
MutScore,PROVEAN,disordered,0.3541574110387552
